Date,Open,High,Low,Close,Adj Close,Volume
2013-04-08,36.980000,37.110001,36.259998,36.400002,36.400002,1430900
2013-04-09,36.590000,36.770000,36.099998,36.240002,36.240002,1326800
2013-04-10,36.180000,36.820000,36.180000,36.689999,36.689999,1259800
2013-04-11,36.669998,36.860001,36.400002,36.630001,36.630001,1395300
2013-04-12,36.619999,37.840000,36.470001,37.630001,37.630001,4501200
2013-04-15,36.509998,37.349998,34.770000,36.770000,36.770000,19997400
2013-04-16,37.220001,38.000000,36.500000,37.930000,37.930000,6071300
2013-04-17,37.430000,37.950001,37.349998,37.830002,37.830002,5832200
2013-04-18,37.799999,38.500000,37.419998,38.450001,38.450001,5215400
2013-04-19,38.400002,39.430000,38.119999,39.000000,39.000000,5224100
2013-04-22,38.990002,40.180000,38.869999,40.099998,40.099998,5551600
2013-04-23,40.230000,40.340000,39.660000,39.860001,39.860001,2823500
2013-04-24,40.000000,40.200001,39.209999,39.259998,39.259998,2909600
2013-04-25,39.430000,40.240002,39.389999,40.220001,40.220001,2247500
2013-04-26,40.130001,40.240002,39.830002,39.990002,39.990002,4442800
2013-04-29,39.799999,40.810001,39.650002,40.560001,40.560001,2773800
2013-04-30,40.570000,40.619999,39.029999,39.189999,39.189999,3383600
2013-05-01,39.340000,39.450001,38.730000,39.139999,39.139999,3875700
2013-05-02,39.509998,39.529999,38.740002,39.279999,39.279999,2690700
2013-05-03,39.950001,40.400002,39.619999,39.680000,39.680000,1757500
2013-05-06,39.639999,40.220001,39.009998,39.980000,39.980000,923100
2013-05-07,40.209999,40.900002,40.029999,40.779999,40.779999,2104800
2013-05-08,40.950001,40.950001,39.560001,39.610001,39.610001,2849300
2013-05-09,38.419998,39.189999,38.000000,38.799999,38.799999,8242600
2013-05-10,39.099998,39.580002,38.730000,39.189999,39.189999,1720100
2013-05-13,39.000000,39.439999,38.259998,38.810001,38.810001,2256300
2013-05-14,38.610001,38.869999,38.459999,38.840000,38.840000,2327700
2013-05-15,38.919998,39.200001,38.750000,39.200001,39.200001,1669800
2013-05-16,39.049999,39.209999,38.520000,38.689999,38.689999,2711600
2013-05-17,38.759998,39.200001,38.700001,38.990002,38.990002,2257600
2013-05-20,39.130001,39.200001,38.459999,38.700001,38.700001,3045900
2013-05-21,39.040001,40.009998,38.860001,39.930000,39.930000,3332100
2013-05-22,39.720001,39.840000,39.110001,39.320000,39.320000,2796600
2013-05-23,40.580002,40.599998,38.470001,39.389999,39.389999,1487200
